"Term","GO","id","level"
"metaphase/anaphase transition of mitotic cell cycle","biological_process","GO:0007091",9
"metaphase/anaphase transition of mitotic cell cycle","biological_process","GO:0007091",8
"mitotic cell cycle checkpoint signaling","biological_process","GO:0007093",7
"mitotic cell cycle checkpoint signaling","biological_process","GO:0007093",5
"mitotic cell cycle checkpoint signaling","biological_process","GO:0007093",6
"mitotic spindle assembly checkpoint signaling","biological_process","GO:0007094",6
"mitotic spindle assembly checkpoint signaling","biological_process","GO:0007094",7
"mitotic spindle assembly checkpoint signaling","biological_process","GO:0007094",11
"mitotic G2 DNA damage checkpoint signaling","biological_process","GO:0007095",6
"mitotic G2 DNA damage checkpoint signaling","biological_process","GO:0007095",8
"mitotic G2 DNA damage checkpoint signaling","biological_process","GO:0007095",9
"regulation of exit from mitosis","biological_process","GO:0007096",7
"nuclear migration","biological_process","GO:0007097",6
"centrosome cycle","biological_process","GO:0007098",8
"centrosome cycle","biological_process","GO:0007098",4
"centriole replication","biological_process","GO:0007099",4
"centriole replication","biological_process","GO:0007099",5
"mitotic centrosome separation","biological_process","GO:0007100",8
"mitotic centrosome separation","biological_process","GO:0007100",6
"obsolete male meiosis centrosome cycle","biological_process","GO:0007101",9
"obsolete male meiosis centrosome cycle","biological_process","GO:0007101",4
"cytokinesis, site selection","biological_process","GO:0007105",5
"obsolete cytokinesis, protein recruitment","biological_process","GO:0007106",NA
"membrane addition at site of cytokinesis","biological_process","GO:0007107",7
"membrane addition at site of cytokinesis","biological_process","GO:0007107",5
"obsolete cytokinesis, initiation of separation","biological_process","GO:0007108",NA
"obsolete cytokinesis, completion of separation","biological_process","GO:0007109",NA
"meiosis I cytokinesis","biological_process","GO:0007110",9
"meiosis I cytokinesis","biological_process","GO:0007110",7
"meiosis II cytokinesis","biological_process","GO:0007111",9
"meiosis II cytokinesis","biological_process","GO:0007111",7
"male meiosis cytokinesis","biological_process","GO:0007112",7
"male meiosis cytokinesis","biological_process","GO:0007112",9
"endomitotic cell cycle","biological_process","GO:0007113",6
"cell budding","biological_process","GO:0007114",4
"obsolete bud site selection/establishment of cell polarity (sensu Saccharomyces)","biological_process","GO:0007115",NA
"regulation of cell budding","biological_process","GO:0007116",4
"regulation of cell budding","biological_process","GO:0007116",5
"budding cell bud growth","biological_process","GO:0007117",3
"budding cell bud growth","biological_process","GO:0007117",5
"budding cell apical bud growth","biological_process","GO:0007118",4
"budding cell apical bud growth","biological_process","GO:0007118",5
"budding cell isotropic bud growth","biological_process","GO:0007119",5
"budding cell isotropic bud growth","biological_process","GO:0007119",4
"axial cellular bud site selection","biological_process","GO:0007120",8
"axial cellular bud site selection","biological_process","GO:0007120",5
"bipolar cellular bud site selection","biological_process","GO:0007121",5
"bipolar cellular bud site selection","biological_process","GO:0007121",8
"obsolete loss of asymmetric budding","biological_process","GO:0007122",NA
"obsolete bud scar accumulation","biological_process","GO:0007123",NA
"pseudohyphal growth","biological_process","GO:0007124",4
"obsolete invasive growth","biological_process","GO:0007125",NA
"meiosis I","biological_process","GO:0007127",5
"meiosis I","biological_process","GO:0007127",8
"meiotic prophase I","biological_process","GO:0007128",5
"meiotic prophase I","biological_process","GO:0007128",6
"homologous chromosome pairing at meiosis","biological_process","GO:0007129",9
"homologous chromosome pairing at meiosis","biological_process","GO:0007129",7
"synaptonemal complex assembly","biological_process","GO:0007130",7
"synaptonemal complex assembly","biological_process","GO:0007130",8
"reciprocal meiotic recombination","biological_process","GO:0007131",4
"reciprocal meiotic recombination","biological_process","GO:0007131",9
"meiotic metaphase I","biological_process","GO:0007132",6
"meiotic metaphase I","biological_process","GO:0007132",5
"meiotic anaphase I","biological_process","GO:0007133",5
"meiotic telophase I","biological_process","GO:0007134",6
"meiotic telophase I","biological_process","GO:0007134",5
"meiosis II","biological_process","GO:0007135",5
"meiosis II","biological_process","GO:0007135",8
"meiotic prophase II","biological_process","GO:0007136",6
"meiotic prophase II","biological_process","GO:0007136",5
"meiotic metaphase II","biological_process","GO:0007137",5
"meiotic metaphase II","biological_process","GO:0007137",6
"meiotic anaphase II","biological_process","GO:0007138",5
"meiotic telophase II","biological_process","GO:0007139",5
"meiotic telophase II","biological_process","GO:0007139",6
"male meiotic nuclear division","biological_process","GO:0007140",8
"male meiotic nuclear division","biological_process","GO:0007140",5
"male meiosis I","biological_process","GO:0007141",6
"male meiosis I","biological_process","GO:0007141",9
"male meiosis II","biological_process","GO:0007142",6
"male meiosis II","biological_process","GO:0007142",9
"female meiotic nuclear division","biological_process","GO:0007143",8
"female meiotic nuclear division","biological_process","GO:0007143",5
"female meiosis I","biological_process","GO:0007144",9
"female meiosis I","biological_process","GO:0007144",6
"meiotic recombination nodule assembly","biological_process","GO:0007146",5
"female meiosis II","biological_process","GO:0007147",9
"female meiosis II","biological_process","GO:0007147",6
"obsolete colony morphology","biological_process","GO:0007149",NA
"obsolete growth pattern","biological_process","GO:0007150",NA
"cell communication","biological_process","GO:0007154",4
"cell adhesion","biological_process","GO:0007155",3
"homophilic cell adhesion via plasma membrane adhesion molecules","biological_process","GO:0007156",6
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","biological_process","GO:0007157",6
"neuron cell-cell adhesion","biological_process","GO:0007158",6
"leukocyte cell-cell adhesion","biological_process","GO:0007159",6
"cell-matrix adhesion","biological_process","GO:0007160",5
"calcium-independent cell-matrix adhesion","biological_process","GO:0007161",6
