,null_mock_1,null_mock_2,null_IR_1,null_IR_2,wt_IR_1,wt_IR_2,wt_IR_3,wt_IR_4,wt_mock_1,wt_mock_2,wt_mock_3,wt_mock_4
  CD83,6339,5826,26647,18863,9958,9108,12664,13243,8151,6017,5675,4799
  CD84,8865,7624,5025,6693,4282,3020,4390,4720,10040,8777,6787,8052
  CD86,2187,2261,1324,1716,1201,908,1373,1167,3421,2696,2520,2224
  CD8A,634,399,297,463,349,297,237,231,638,601,442,508
  CD8B1,262,140,157,211,114,110,82,73,254,175,126,200
  CD9,1364,1245,831,1264,1097,896,1151,975,1794,1277,942,1654
  CD9-PS,1,0,0,0,0,1,0,0,0,0,1,0
  CD93,1962,2557,357,721,721,532,1031,1020,1828,1247,964,1901
  CD96,127,74,70,82,58,57,74,70,136,102,74,83
  CD99L2,358,369,104,172,110,85,76,83,409,386,324,403
  CDA,0,0,0,0,2,5,0,0,1,1,1,0
  CDADC1,496,471,217,484,461,322,289,322,710,578,590,757
  CDAN1,1836,1576,1677,1522,917,640,1211,1284,1985,1717,1292,1693
  CDC123,1985,1769,2121,2584,1655,1238,1955,1999,2498,2037,1576,1932
  CDC14A,1932,1695,1830,1922,1075,768,1327,1359,2072,1676,1385,1881
  CDC14B,731,588,268,408,375,280,332,358,771,727,539,764
  CDC16,1775,1635,2908,3166,1151,892,1570,1671,1944,1560,1328,1331
  CDC20,246,217,169,186,210,103,279,324,486,273,300,211
  CDC20B,3,3,0,8,2,8,9,4,4,12,4,8
  CDC23,2286,1942,3548,3410,1669,1231,2575,2717,2473,2185,1622,2032
  CDC25A,710,683,1400,1479,646,451,719,768,1059,767,605,632
  CDC25B,2442,2259,235,356,213,148,148,194,2090,2193,1393,2737
  CDC25C,52,55,56,67,65,39,26,61,125,68,64,67
  CDC26,1502,1374,1985,2150,1005,750,1032,1097,1722,1394,1165,1378
  CDC27,3182,2960,4726,5111,2168,1674,2563,2605,4176,3144,2595,3115
  CDC34,1104,1014,2700,2659,2671,1655,3563,4036,1462,1036,883,896
  CDC34B,3,1,2,1,4,4,2,4,2,4,0,2
  CDC37,2186,1964,3540,4671,2564,1507,2300,2907,3404,2272,1754,2575
  CDC37L1,2520,2299,2832,2989,1790,1299,2120,2440,2815,2489,1819,2213
  CDC40,1961,1995,2280,2512,1713,1272,1786,2038,2519,1937,1589,1936
  CDC42,15411,14590,19690,21697,9615,5945,11587,13199,18844,13947,12143,13264
  CDC42BPA,554,559,290,499,577,564,379,361,566,570,399,702
  CDC42BPB,646,455,282,567,519,412,319,301,888,845,661,616
  CDC42BPG,405,405,169,277,3821,2992,4819,5364,460,438,322,548
  CDC42EP1,14,23,1,18,8,8,5,7,6,11,10,10
  CDC42EP2,141,150,67,224,136,56,138,109,207,142,156,200
  CDC42EP3,412,368,119,190,101,71,99,103,561,384,345,395
  CDC42EP4,189,186,95,105,88,52,115,132,217,182,137,168
  CDC42EP5,6,5,1,6,3,4,2,2,5,2,9,13
  CDC42SE1,7177,6863,3908,4434,2173,1439,2608,2996,7653,6240,5160,6699
  CDC42SE2,6550,5943,3526,3710,2200,1590,2557,3125,7568,6150,4890,5723
  CDC45,181,159,465,421,156,106,173,181,397,241,204,184
  CDC5L,4074,3724,6791,7221,3551,2581,3801,4160,5323,4079,3144,3699
  CDC6,113,150,333,347,122,100,93,91,456,246,201,130
  CDC7,916,782,1219,1129,527,354,807,936,1090,945,651,778
  CDC73,3369,2904,3201,3952,2350,2031,2438,2367,3683,3526,2583,3480
  CDCA2,372,340,576,642,310,231,351,338,694,347,373,329
  CDCA3,169,197,166,229,138,82,97,143,546,288,275,157
  CDCA4,1463,1277,2015,1983,692,436,972,1142,1650,1234,1141,1189
  CDCA5,96,76,147,149,60,43,50,69,201,98,98,97
  CDCA7,691,715,4783,4134,615,465,958,929,976,619,614,600
  CDCA7L,430,389,1996,2209,461,334,601,676,659,456,371,329
  CDCA8,298,215,316,347,213,174,171,173,529,307,232,257
  CDCP1,111,86,61,85,102,97,88,67,116,97,68,117
  CDCP2,0,1,1,1,5,2,0,1,0,0,1,0
  CDH1,46,51,27,38,27,20,24,12,37,40,28,80
  CDH10,172,149,74,137,158,123,101,124,188,168,113,174
  CDH11,29,23,32,82,35,29,35,30,29,33,26,42
  CDH12,10,7,1,2,11,15,4,4,9,4,7,8
  CDH13,58,42,38,45,74,91,43,39,40,28,38,64
  CDH15,2,1,0,0,3,7,1,1,0,2,1,1
  CDH16,3,1,7,5,11,12,4,1,1,2,2,4
  CDH17,742,578,256,320,211,190,151,144,1304,927,811,651
  CDH18,1,0,0,0,2,4,0,1,0,0,0,0
  CDH19,5,1,2,1,3,8,1,3,0,3,4,5
  CDH2,33,32,8,24,30,47,16,14,18,29,21,31
  CDH20,38,18,12,39,41,42,17,17,35,48,31,56
  CDH22,8,6,10,16,4,9,4,8,6,4,2,9
  CDH23,147,155,56,160,167,130,131,169,222,162,125,153
  CDH24,122,86,110,83,79,70,95,103,91,99,68,124
  CDH26,1,0,0,0,3,5,0,1,0,1,0,0
  CDH3,23,9,4,7,20,12,11,8,4,11,7,10
  CDH4,64,45,31,58,47,33,32,18,43,60,36,73
  CDH5,187,214,76,187,76,38,61,45,179,124,142,128
  CDH6,2,2,1,6,4,5,3,0,4,1,1,1
  CDH7,56,60,36,57,56,59,25,38,54,61,47,94
  CDH8,11,4,3,10,8,5,3,2,5,4,7,6
  CDH9,0,0,0,0,3,1,0,0,0,0,0,0
  CDHR1,11,4,7,2,5,11,3,3,10,6,5,9
  CDHR2,2,9,2,1,16,12,16,15,10,8,2,1
  CDHR3,15,8,8,13,15,18,8,3,4,3,4,2
  CDHR4,8,11,11,8,15,11,12,10,9,12,10,11
  CDHR5,8,6,0,3,5,10,5,13,0,2,1,3
  CDIP1,2835,2656,3034,3173,1720,1301,2597,2729,2631,2349,1807,2796
  CDIPT,1449,1348,1822,1937,813,575,867,1066,1924,1515,1174,1412
  CDK1,179,180,205,188,87,57,77,79,454,246,252,179
  CDK10,841,753,1083,1229,668,508,944,1023,941,852,609,733
  CDK11B,3765,3421,4659,7212,4934,4440,4542,5695,4057,3643,2742,3634
  CDK12,7977,7210,12391,13840,7576,6303,8226,9021,10469,9229,6664,8185
  CDK13,12164,11263,11880,12200,7424,5411,7613,8764,14369,12079,9035,10707
  CDK14,1780,1370,806,1393,1494,1236,930,811,1928,1897,1455,1809
  CDK15,418,327,155,355,796,881,245,256,347,289,242,492
  CDK16,1792,1587,1450,1617,832,669,964,1160,1878,1723,1272,1650
  CDK17,4586,3914,6063,5685,2518,1817,2559,2737,5047,4421,3238,3841
  CDK18,63,63,16,67,96,96,45,57,88,68,62,99
  CDK19,3938,3825,1129,1446,1372,880,1337,1632,4146,3597,2783,3868
  CDK2,1495,1428,1200,1326,475,304,540,564,1534,1172,1007,1372
  CDK20,83,87,102,85,47,30,64,65,105,88,78,82
  CDK2AP1,1395,1441,2370,2574,1457,950,1935,2254,2005,1401,1155,1386
  CDK2AP2,1516,1449,1442,1383,798,415,833,1135,2007,1523,1207,1284
  CDK3-PS,27,18,46,45,15,14,23,31,13,14,11,19
  CDK4,2507,2395,8124,8721,2029,1357,2823,3015,3394,2397,2070,2104
  CDK5,819,632,437,482,302,184,389,459,853,768,582,629
  CDK5R1,424,390,1655,1904,1157,873,1961,1677,624,516,409,404
  CDK5R2,0,0,0,0,2,6,0,0,0,0,0,0
  CDK5RAP1,855,411,465,670,462,374,651,525,974,728,732,645
  CDK5RAP2,3635,3155,3690,4191,2988,2432,3153,3724,4697,4197,2784,3688
  CDK5RAP3,1005,1094,877,1607,1084,739,1086,1231,1304,1039,793,1064
  CDK6,4206,4102,7811,10148,3607,2464,3983,4224,4140,3209,2701,4288
  CDK7,2115,1949,2858,3131,1371,1083,1650,1693,2265,1887,1408,1994
  CDK8,2251,1901,2884,3215,1408,1194,1781,1783,2259,2251,1541,2251
  CDK9,2875,2685,2232,3125,2240,1514,2070,2494,3288,2810,2128,3071
  CDKAL1,2333,2043,2573,3030,1884,1578,2378,2392,2463,2268,1720,2248
  CDKL1,259,261,51,62,21,10,15,20,231,188,159,228
  CDKL2,114,101,52,104,76,57,57,60,172,136,85,97
  CDKL3,465,454,639,917,530,447,628,683,568,472,359,515
  CDKL4,29,38,11,26,12,22,29,18,49,29,21,26
  CDKL5,528,449,380,462,425,344,366,374,533,466,338,564
  CDKN1A,20,13,16,21,3327,2233,5109,6171,35,37,23,27
  CDKN1B,4958,4656,2239,2278,1542,1022,1429,1754,5883,4872,3562,4583
  CDKN1C,8,13,12,10,18,13,19,19,9,11,4,5
  CDKN2A,3,6,1,9,9,4,6,3,10,2,1,6
  CDKN2AIP,1110,1074,1286,1081,584,488,752,832,1258,1121,822,1011
  CDKN2AIPNL,1746,1522,2929,2726,905,532,977,1150,2088,1556,1474,1302
  CDKN2B,9,9,9,23,68,57,84,128,15,9,12,11
  CDKN2C,275,275,260,227,422,261,639,720,475,300,237,248
  CDKN2D,683,691,92,174,71,57,64,94,652,530,436,603
  CDKN3,61,70,56,74,39,25,38,29,132,65,65,48
  CDNF,255,194,209,279,216,259,211,208,268,260,169,297
  CDO1,49,51,125,99,55,57,59,48,54,56,43,52
  CDON,621,444,417,531,524,470,556,673,952,800,571,541
  CDPF1,242,230,352,348,161,120,200,221,324,272,223,210
  CDR1,0,0,0,0,3,3,0,0,0,0,0,0
  CDR2,436,1530,556,912,339,303,325,270,764,532,325,879
  CDR2L,69,57,29,57,56,61,24,20,54,47,27,47
  CDRT4,0,0,5,9,6,6,2,0,0,0,0,0
  CDS1,56,61,30,59,61,29,48,57,54,42,52,71
  CDS2,7159,6339,4152,4647,3910,2785,4181,4708,8202,7229,5438,7888
  CDSN,1,0,0,0,1,4,0,1,1,0,1,2
  CDT1,1050,1038,1694,1213,845,754,894,991,1198,1045,778,1066
  CDV3,5995,5640,14185,13985,5907,4127,7252,8146,7721,6164,4977,5669
  CDX1,0,0,0,1,2,3,0,0,0,0,0,0
  CDX2,0,1,0,1,4,2,0,2,0,0,0,0
  CDX4,0,0,0,0,1,1,1,0,0,0,0,1
  CDYL,1333,1324,1075,1184,1416,1086,1470,1942,1492,1114,967,1108
  CDYL2,1784,1733,1545,2398,881,721,1042,1174,1971,1685,1213,1983
  CEACAM-PS1,4,2,1,3,2,5,0,4,1,1,0,2
  CEACAM1,3650,3775,553,902,787,512,448,556,3729,3354,2259,3501
  CEACAM10,1,1,0,0,2,2,5,1,5,2,2,1
  CEACAM11,0,0,0,0,0,1,0,0,0,0,0,0
  CEACAM12,21,15,8,18,19,12,4,8,16,13,9,24
  CEACAM13,0,0,0,0,0,1,0,0,0,0,0,0
  CEACAM14,0,0,0,0,2,1,0,0,0,0,0,0
  CEACAM15,0,1,0,1,5,13,2,0,3,6,2,0
  CEACAM16,440,388,121,173,124,94,123,171,382,305,266,325
  CEACAM18,118,114,41,101,98,93,59,64,84,121,85,123
  CEACAM19,85,73,38,74,75,75,47,54,61,81,39,100
  CEACAM2,193,138,86,87,27,37,27,21,418,276,261,221
  CEACAM20,95,73,22,75,116,115,61,55,59,82,57,98
  CEACAM3,64,42,27,43,69,74,46,50,51,47,35,54
  CEACAM5,0,0,0,0,3,4,0,0,0,0,0,0
  CEACAM9,0,0,0,0,1,1,0,1,0,0,0,1
  CEBPA,124,127,31,94,56,36,64,27,187,111,141,173
  CEBPB,166,197,150,128,384,247,361,336,358,267,205,186
  CEBPD,120,102,84,105,118,90,133,131,221,142,116,108
  CEBPE,1,1,1,6,3,5,4,2,21,10,6,3
  CEBPG,2570,2348,3037,2885,1421,1100,1600,1679,2938,2513,1925,2388
  CEBPZ,4091,3840,11311,11802,3823,3258,4894,5222,4801,4023,3037,3445
  CEBPZOS,237,247,195,238,167,95,179,179,342,271,224,200
  CECR2,4365,4579,3703,4641,6131,4658,11111,10414,3293,2964,2163,4609
  CECR5,1487,1212,1417,1569,839,611,1048,1157,1474,1409,1025,1275
  CECR6,30,36,14,24,32,30,10,9,38,22,20,24
  CEL,21,13,11,9,17,36,12,10,24,21,15,16
  CELA1,238,229,24,111,108,77,120,82,270,192,326,332
  CELA2A,6,14,9,12,13,48,7,9,9,12,13,16
  CELA3A,0,0,0,0,1,2,0,0,0,0,0,0
  CELA3B,2,5,5,7,10,25,1,5,8,5,2,8
  CELF1,7444,6254,8714,9107,4367,3169,5311,5660,7630,6944,5368,7744
  CELF2,13933,11799,7173,8453,4467,2933,4251,4853,15515,14058,10436,13640
  CELF3,129,148,148,258,155,132,117,101,156,130,82,181
  CELF4,216,193,185,252,278,252,315,346,184,176,118,258
  CELF5,88,48,51,47,756,448,1040,1460,57,80,47,69
  CELF6,7,7,8,9,13,20,3,9,6,15,3,8
  CELSR1,279,177,220,272,295,247,256,276,266,300,154,183
  CELSR2,234,194,185,154,270,200,374,484,109,132,83,194
  CELSR3,43,38,50,91,103,71,46,54,64,39,24,32
  CEMIP,98,49,59,185,111,101,66,37,63,77,40,59
  CEND1,2,2,4,1,5,7,3,5,2,2,1,0
  CENPA,1590,1474,547,653,744,579,744,876,1905,1682,1192,1898
  CENPB,2556,2447,2137,3467,1659,917,1841,2301,3082,2390,2089,2410
  CENPC1,3924,3338,3148,4434,3302,2877,3247,3382,3906,3570,2696,3744
  CENPE,569,500,370,357,373,209,176,225,1398,794,731,535
  CENPF,655,481,348,360,364,226,202,243,1429,759,695,648
  CENPH,230,214,224,291,183,139,172,210,301,235,182,214
  CENPI,518,407,348,454,356,286,309,321,576,514,330,570
  CENPJ,898,887,727,906,616,410,484,636,1246,967,775,846
  CENPK,63,67,91,83,41,31,38,33,130,87,80,44
  CENPL,326,258,271,322,241,211,220,230,399,320,241,342
  CENPM,70,55,152,165,106,72,171,162,96,64,68,73
  CENPN,127,94,181,153,109,94,160,154,222,107,104,90
  CENPO,1281,1118,1320,1441,735,521,899,1115,1483,1222,956,1221
  CENPP,87,69,104,143,61,46,64,65,121,84,85,76
  CENPQ,1058,982,1212,1403,724,576,800,910,1257,972,800,931
  CENPT,323,295,486,559,249,136,344,373,377,326,215,319
  CENPU,253,275,197,252,147,98,157,139,326,212,182,208
  CENPV,86,76,167,149,66,34,86,58,107,83,72,75
  CENPW,78,65,39,61,27,17,30,31,94,59,60,63
  CEP104,1251,1054,1063,1235,848,623,1094,1080,1202,1182,821,1308
  CEP112,24,13,9,27,33,31,9,7,19,21,14,17
  CEP120,3332,3156,1617,2090,1736,1374,1769,2074,4114,3477,2574,3441
  CEP126,1,1,6,6,9,20,10,7,4,3,4,4
  CEP128,1840,1527,712,1077,1122,957,995,1184,2033,1856,1322,1976
  CEP131,308,325,183,279,243,172,193,241,337,343,197,387
  CEP135,2707,2357,1988,2247,1587,1300,1604,1894,2961,2711,1831,2424
  CEP152,1793,1572,2212,2488,1267,1177,1588,1699,1789,1641,1229,1556
  CEP162,2286,1880,2147,2322,1805,1527,1618,1924,2789,2392,1756,2033
  CEP164,1228,1024,327,653,689,500,611,717,1384,1259,909,1203
  CEP170,7120,6665,4685,5226,2772,1971,2900,3398,7662,6464,4879,6868
  CEP170B,297,320,300,320,5446,3818,7264,8511,366,398,275,352
  CEP19,216,161,189,189,79,45,64,83,280,185,167,164
  CEP192,4697,4219,4257,4786,2153,1647,2577,2662,5376,4360,3455,4096
  CEP250,4782,3892,1282,2300,3526,2556,3335,4422,6048,5526,3762,5385
  CEP290,314,298,132,292,536,385,777,762,595,455,442,349
  CEP295,4527,4237,5580,7397,3799,3071,3961,4265,5239,4622,3318,4309
  CEP350,11889,10431,12142,11946,7888,6473,8331,9131,13432,11990,8966,11263
  CEP41,316,307,654,837,280,218,350,431,409,317,244,283
  CEP44,1097,920,816,1127,678,582,800,798,1078,958,738,1077
  CEP55,162,176,171,201,106,45,60,92,427,185,219,138
  CEP57,2944,2953,2620,3253,1876,1776,1698,1683,3927,3114,2240,3134
  CEP57L1,932,939,737,907,556,452,603,590,1100,1000,760,948
  CEP63,2206,2082,2310,3087,1849,1569,2180,2526,2765,2331,1758,2094
  CEP68,4223,4141,4226,4777,2128,1525,2337,2773,4507,3975,2809,3916
  CEP70,556,495,327,469,325,224,419,445,655,590,365,554
  CEP72,542,500,313,408,156,125,288,283,564,485,351,409
  CEP76,353,321,369,320,171,122,213,253,483,328,258,348
  CEP78,379,359,631,653,365,213,520,487,564,450,319,368
  CEP83,1256,1238,1715,2127,809,572,785,919,1549,1188,944,1118
  CEP85,14756,15787,13043,24723,11078,11221,16621,16048,17078,12225,11284,11777
  CEP85L,821,726,778,974,588,451,588,663,1102,935,730,834
  CEP89,1905,1900,515,852,535,445,576,610,1753,1562,1131,2055
  CEP95,1167,1032,1645,1763,940,697,987,1137,1401,1212,853,1006
  CEP97,1811,1579,925,1051,756,598,718,805,1829,1866,1231,1720
  CEPT1,3289,2817,2733,3182,1287,844,1726,1582,3959,3269,2855,2581
  CER1,77,71,36,70,108,102,48,55,79,85,51,105
  CERCAM,88,99,74,114,556,407,925,932,124,120,64,112
  CERK,9713,9938,3001,3158,2921,2273,3505,4341,9410,8042,6168,9482
  CERKL,143,163,60,134,202,198,124,107,189,121,108,155
  CERS1,4,6,9,19,17,11,6,6,11,9,6,6
  CERS2,3281,3104,4105,4768,2332,1554,2752,3246,4397,3613,2637,3181
  CERS3,1,5,50,53,17,26,8,6,3,4,3,10
  CERS4,2626,2288,1252,1593,4486,3355,5371,6689,2797,2779,1917,2865
  CERS5,1753,1558,1435,1820,776,596,979,1136,1862,1695,1253,1636
  CERS6,780,700,570,798,771,644,796,713,981,774,706,854
  CES1A,0,0,0,1,1,3,0,1,0,0,0,0
  CES1B,0,0,0,1,3,5,0,0,0,0,0,0
  CES1C,1,0,0,0,1,3,1,0,0,0,0,0
  CES1D,0,0,0,0,0,2,1,1,0,0,0,0
  CES1E,0,0,0,1,3,6,0,0,0,0,0,0
  CES1F,21,12,12,26,14,23,11,13,23,30,21,47
  CES1G,41,42,35,39,43,37,38,31,63,33,28,44
  CES1H,0,0,0,0,3,2,0,0,0,0,0,0
  CES2A,1,0,1,0,2,3,0,2,1,0,0,0
  CES2B,2121,1843,1172,1503,1316,1203,1236,1274,1970,2040,1561,2245
  CES2C,13,1,7,9,6,11,0,1,12,18,4,0
  CES2D-PS,8,6,7,0,7,6,8,5,10,8,6,9
  CES2E,0,0,0,0,1,2,2,0,1,1,0,1
  CES2F,0,0,0,1,3,2,0,0,0,0,0,0
  CES2G,30,52,22,39,33,41,32,37,212,89,84,54
  CES2H,0,0,0,1,3,4,0,0,0,0,0,0
  CES3A,0,0,0,0,0,0,0,0,0,0,0,0
  CES3B,0,0,0,0,5,5,0,0,0,0,0,0
  CES4A,0,0,0,2,2,4,0,1,0,0,0,0
  CES5A,120,214,102,183,737,881,49,256,124,240,153,275
  CETN1,0,0,0,0,1,2,0,0,0,0,0,0
  CETN2,901,798,887,957,476,303,488,596,1195,870,669,718
  CETN3,1045,1007,2072,2820,1032,633,1141,1145,1398,1012,977,841
  CETN4,107,114,81,163,139,131,111,119,132,107,100,107
  CFAP100,42,50,40,60,47,55,35,46,49,53,32,41
  CFAP126,37,31,26,31,426,246,637,708,77,52,45,60
  CFAP157,14,24,44,96,42,19,47,34,28,13,12,21
  CFAP161,8,0,39,32,22,39,14,7,7,13,8,5
  CFAP20,545,492,553,544,329,215,356,472,594,437,377,435
  CFAP206,1,4,0,3,2,8,1,0,3,1,1,0
  CFAP221,1,0,0,0,1,3,0,1,0,0,0,0
  CFAP36,764,719,459,653,330,253,363,332,1092,752,630,773
  CFAP43,2830,2484,1779,1470,1192,1132,1195,1486,2828,2522,1917,2935
  CFAP44,47,36,29,42,47,61,34,39,58,59,40,87
  CFAP45,766,673,445,626,500,370,413,398,732,722,515,914
  CFAP46,24,16,13,29,81,90,28,42,17,20,16,32
  CFAP52,1,1,0,0,3,5,0,1,0,1,2,1
  CFAP53,94,87,97,131,203,215,328,130,118,110,69,89
  CFAP54,231,198,113,185,147,141,114,90,200,224,154,257
  CFAP57,2,2,1,2,5,11,2,0,1,2,1,1
  CFAP58,0,0,0,3,3,9,0,0,0,0,0,1
  CFAP61,260,234,136,145,150,138,151,124,287,306,228,355
  CFAP69,5,2,3,7,6,5,7,2,2,11,7,10
  CFAP70,9,11,4,10,22,9,9,5,20,16,12,12
  CFAP73,3,6,7,13,12,10,5,8,12,8,3,17
  CFAP74,655,525,273,384,269,360,242,329,811,519,447,537
  CFAP77,38,20,19,41,22,34,22,19,42,29,23,36
  CFAP97,1766,1574,1660,2014,1022,666,1087,1359,2144,1741,1407,1528
  CFAP99,2,0,0,0,4,6,0,5,1,3,0,0
  CFB,334,437,239,576,245,112,191,139,635,366,380,427
  CFC1,0,0,1,0,1,0,0,0,0,0,0,0
  CFD,3,4,6,3,4,7,1,2,5,2,2,2
  CFDP1,1405,1385,6235,6681,2353,1686,2514,2835,2393,1590,1391,1149
  CFH,68,54,32,75,80,49,67,29,103,73,56,46
  CFHR1,48,52,41,38,39,29,24,26,47,52,27,53
  CFHR2,0,0,0,0,3,3,0,0,0,0,0,0
  CFHR3,1,0,0,0,0,1,0,0,0,0,0,0
  CFI,1,1,1,6,10,14,12,9,1,2,0,0
  CFL1,19627,19650,33767,37437,14423,8476,18342,20788,25920,17408,16676,17088
  CFL2,793,767,849,862,380,280,704,696,872,734,542,690
  CFLAR,8298,7506,7118,9246,5453,4251,5151,5697,9577,8484,6477,8819
  CFP,4211,3233,6850,8576,4477,2214,5294,4841,7091,5758,5162,4724
  CFTR,0,0,0,0,6,7,0,0,0,0,1,0
  CGA,0,0,0,0,1,1,0,1,0,0,0,0
  CGGBP1,4961,4702,6022,5334,2205,1497,2811,3029,5908,4433,3827,4631
  CGN,50,44,41,44,49,42,53,74,38,47,26,45
  CGNL1,70,60,23,140,131,91,85,31,97,92,70,50
  CGREF1,272,249,181,341,306,215,433,314,311,235,168,342
  CGRRF1,452,427,202,274,174,148,181,184,527,439,343,383
  CH25-501L8.5,2,2,2,1,3,3,0,2,1,0,0,1
  CH25-588N10.1,22,15,7,25,8,4,14,12,27,19,11,13
  CH25-588N10.2,816,688,934,1024,494,360,664,737,981,762,644,650
  CH25H,0,1,0,1,2,1,0,1,0,0,0,0
  CH36-169F23.3,0,0,0,0,0,0,0,0,0,0,0,0
  CH36-169F23.5,1,0,0,2,0,0,0,2,0,0,0,0
  CH36-472P4.3,0,0,0,0,0,0,0,0,0,0,0,0
  CHAC1,9,5,50,30,9,7,5,11,20,15,11,5
  CHAC2,179,180,217,229,109,76,160,158,178,183,123,164
  CHAD,452,238,97,119,146,74,96,120,412,505,344,586
  CHADL,77,76,72,104,58,37,43,43,96,75,46,102
  CHAF1A,257,267,460,573,197,132,128,172,599,346,306,298
  CHAF1B,433,440,449,556,284,210,297,288,729,468,378,461
  CHAMP1,1212,1182,2617,3104,1186,1008,1250,1507,1609,1294,992,1302
  CHAT,33,25,8,31,42,49,41,22,24,22,20,20
  CHCHD1,804,654,2276,2020,697,460,853,921,982,677,622,569
  CHCHD10,852,923,579,695,213,135,192,310,1116,744,553,891
  CHCHD2,3228,2832,7525,4697,1483,939,2860,2924,3477,2575,2567,2370
  CHCHD3,2428,2143,4809,4465,1918,1256,2267,2390,3051,2289,1944,1911
  CHCHD4,476,397,1767,1900,442,355,625,641,570,427,357,419
  CHCHD5,336,366,250,354,255,180,343,427,362,309,220,289
  CHCHD6,71,98,113,206,96,61,108,139,129,85,71,90
  CHCHD7,489,413,429,495,326,223,496,537,532,409,311,394
  CHD1,7443,7122,12265,13383,7016,6337,7212,7405,9489,7843,6016,7361
  CHD1L,1596,1439,1889,2376,1252,873,1353,1456,1835,1556,1195,1576
  CHD2,21978,20068,20216,23988,17977,17952,14157,15947,24340,21167,15273,21581
  CHD3,7561,6366,6674,7216,3871,2661,2985,4510,9457,8829,5875,8026
  CHD3OS,99,86,266,210,42,21,41,31,118,73,75,80
  CHD4,18140,16790,27198,32420,15040,11453,13141,14865,19522,17327,12637,19536
  CHD5,52,58,56,92,55,63,58,65,63,51,37,43
  CHD6,9970,9093,6358,8065,5690,4683,6462,7240,9701,8923,6239,8809
  CHD7,8193,6833,5273,6497,7017,6040,6314,7042,9937,9391,6411,8480
  CHD8,11018,10328,8686,12716,8694,6766,8010,8699,12262,11066,7636,12902
  CHD9,24490,24563,17510,29404,18861,17379,22691,22362,27943,21967,17713,22252
  CHDH,84,77,77,94,18,36,26,18,52,42,31,69
  CHEK1,196,170,796,592,178,140,143,137,314,196,179,196
  CHEK2,1546,1412,1566,2175,3357,2994,4562,3889,1940,1456,874,2311
  CHERP,2035,1790,2231,2797,2051,1601,1850,1988,2294,2130,1445,2803
  CHFR,3123,2881,2055,2544,1501,1084,1646,1861,3398,2786,2116,2889
  CHGA,4,5,5,10,22,16,6,8,5,9,2,9
  CHGB,0,0,11,9,10,12,2,2,1,2,3,0
  CHIA1,0,1,0,0,1,4,2,0,3,1,4,1
  CHIC1,784,648,462,614,606,559,458,474,1070,1027,726,1066
  CHIC2,2472,2463,1640,1915,1107,835,1179,1143,2657,2234,1767,2508
  CHID1,1406,1110,2282,2199,951,803,1358,1370,1657,1411,1143,1223
  CHIL1,14,11,10,28,31,43,36,17,134,50,38,17
  CHIL3,46,137,48,147,66,59,126,79,522,163,115,47
  CHIL4,0,0,0,1,4,3,0,0,4,0,0,0
  CHIL5,754,397,116,182,111,133,101,125,454,313,796,714
  CHIL6,3,2,2,11,7,11,2,3,5,9,4,4
  CHIT1,1,0,0,1,3,1,1,0,6,1,1,0
  CHKA,2499,2092,2149,3382,1377,1091,1326,1432,2720,2561,1661,2374
  CHKB,2129,1810,1542,1518,949,719,1214,1368,1978,1828,1300,1633
  CHL1,14,11,8,10,16,24,7,3,17,16,14,23
  CHM,2385,2210,2442,2729,1276,886,1531,1625,2686,2232,1802,1963
  CHML,1703,1561,1837,1701,536,410,712,704,1689,1376,1164,1568
  CHMP1A,2862,2569,2733,3107,1319,853,1886,2174,3255,2390,2118,2368
  CHMP1B,1600,1650,1346,1585,1143,828,1317,1505,2053,1585,1330,1441
  CHMP2A,1849,1906,3150,3739,1954,1257,1952,2408,2764,1994,1785,1652
  CHMP2B,1004,875,762,744,462,331,513,555,1172,927,786,956
  CHMP3,2728,2735,2431,2975,1938,1351,2274,2646,3200,2536,2210,2327
  CHMP4B,2208,2371,2838,3174,1715,1032,1723,1882,3231,2330,2080,2180
  CHMP4C,446,372,308,397,442,295,464,422,502,486,375,519
  CHMP5,1563,1451,1313,1330,760,488,976,1026,1857,1501,1308,1328
  CHMP6,776,759,1146,1392,572,408,705,842,855,645,550,641
  CHMP7,1473,1217,2407,1972,760,528,1176,1231,1577,1238,1035,1205
  CHN1,1,2,2,2,4,5,1,2,3,1,0,2
  CHN2,315,218,124,209,175,152,165,156,339,334,233,322
  CHODL,0,0,0,0,4,4,0,0,0,0,0,0
  CHORDC1,2138,1827,10171,3941,1486,1053,1747,1720,2779,2161,1814,1962
  CHP1,2145,2291,1120,1368,778,489,943,1053,2595,1998,1655,1971
  CHP2,34,25,2,10,6,8,5,2,19,20,14,24
  CHPF,284,261,580,581,221,152,186,239,411,329,244,275
  CHPF2,2282,1895,2160,2052,991,739,1336,1599,2520,2218,1681,2048
  CHPT1,1240,1059,863,1159,932,831,918,932,1268,1200,861,1157
  CHRAC1,875,914,1178,1473,729,474,961,1055,1094,872,766,749
  CHRD,10,10,5,5,11,10,7,11,10,11,5,11
  CHRDL1,0,0,1,1,2,5,0,0,0,0,0,1
  CHRDL2,28,16,21,17,40,70,16,19,26,33,17,29
  CHRM1,151,132,112,159,160,162,151,124,118,126,103,150
  CHRM2,0,0,0,0,2,3,0,1,0,0,0,0
  CHRM3,12,6,4,2,4,5,6,5,14,10,8,8
  CHRM4,1,2,4,5,9,4,5,3,1,2,2,3
