genes,WTvsMu_lfc,WTvsMu_FDR,IRvsMock_lfc,IRvsMock_FDR,Interaction_lfc,Interaction_FDR
Wdr43,-0.03903887,0.999574161,2.28305256,9.77103E-43,-0.971529716,1.67566E-05
Pif1,0.802103466,0.999574161,-0.86720047,0.366839893,-0.739757937,0.604291101
Nacad,-0.014981717,0.999574161,-0.992199883,0.000990127,0.67879438,0.122611004
Ostc,0.029951049,0.999574161,1.579381306,3.06105E-08,-1.20869629,0.002119249
H2az2,-0.184392868,0.999574161,-0.785437518,0.000107135,0.255218453,0.463614104
Chrnb1,-0.249913066,0.999574161,-1.303448917,2.64625E-06,0.038140264,0.95155218
Pla2g2d,0.303604797,0.999574161,-0.403790926,0.502529759,0.067332453,0.947754019
Map6d1,-0.202375881,0.999574161,1.070093298,0.009929499,0.826601012,0.17033686
Yeats2,-0.102169375,0.999574161,1.061117402,1.3884E-05,0.98937085,0.002909725
Elovl6,-0.163375294,0.999574161,1.37217703,8.49843E-09,-0.812556291,0.017852297
Ublcp1,-0.02116087,0.999574161,-0.133926649,0.664446562,-0.057273562,0.900517657
Pklr,2.062330436,0.242047705,0.613547641,0.618297919,-1.821693963,0.180174298
Wnk3,0.162462446,0.999574161,1.997628958,1.52077E-12,-0.559275062,0.220019713
Lamp3,0.356347905,0.999574161,-2.356026293,1.26707E-07,0.646364437,0.38447003
Kcnj1,-0.710977929,0.508669069,-1.278125964,0.000721859,0.832370461,0.139544503
Uspl1,-0.153950487,0.999574161,1.296323229,9.14173E-08,-0.879372875,0.010046786
Nkx6-2,-0.235300275,0.999574161,-1.674901182,0.124663818,0.25676245,0.900517657
Ak7,0.922724738,0.989253296,2.497925805,0.000208189,-0.585244179,0.628409417
Atp1b2,1.466437769,0.940637416,1.533116856,0.216715445,-2.782644932,0.073942701
Bdkrb1,0.400846847,0.999574161,2.321731838,0.002536848,-0.23895172,0.87567777
Rap1gap,0.555196936,0.897197989,-0.869041247,0.042498271,-0.025364403,0.977777392
Rgl2,-0.24233979,0.999574161,-0.200290188,0.611206627,0.080103351,0.893236883
Ssr2,0.012705923,0.999574161,1.182591112,0.00011434,-0.678298989,0.138453626
Pum3,0.039407975,0.999574161,2.457848045,4.85724E-42,-0.819313838,0.001336221
Shtn1,0.443846859,0.999574161,-0.275118626,0.695460575,0.130875564,0.899236651
Cldn5,-0.490127296,0.999574161,-0.493556636,0.707841471,-0.582011494,0.750912121
Mdfic,0.311787555,0.552225806,0.363007072,0.037324913,-0.949612619,4.83841E-06
Nthl1,-0.820753354,0.809408331,1.513295718,0.00304134,1.074232891,0.153894184
Ccnb1,0.460562116,0.999574161,-0.366545479,0.468591784,-0.387060454,0.588221789
Mfsd6,-0.188516173,0.999574161,-1.099037772,0.000300002,0.887376798,0.037779854
Arhgap32,0.274419737,0.999574161,-0.664038472,0.091651803,0.481487817,0.416594175
Mmrn2,-0.519545233,0.999574161,-0.712633189,0.346579554,1.32109623,0.157473087
Gpr12,0.607394811,0.999574161,0.179225465,0.947581087,1.881142341,0.409994055
Serpina3g,0.419347878,0.999574161,-0.358132599,0.502202095,-0.205467296,0.800781428
Piezo2,-0.035859189,0.999574161,-0.381986943,0.725265956,0.801535622,0.545713622
Rrp9,-0.045138727,0.999574161,2.477806696,1.94208E-28,-1.048569351,0.000832516
Irf8,-0.08754476,0.999574161,0.519836624,0.002011022,-1.096052895,9.85292E-08
Ago1,-0.089801881,0.999574161,-0.055485353,0.902247231,-0.165920747,0.745693578
H2-Ob,-0.29387175,0.962700501,-2.127956213,1.74987E-24,0.332451928,0.352080428
Prelp,-0.139017733,0.999574161,1.223807806,0.619559843,1.046833133,NA
Entpd3,0.010083426,0.999574161,1.631113247,0.203507704,0.529078603,0.81137282
Gucy1a2,-0.766084363,0.999574161,-0.504209121,0.700604601,1.084563868,0.500339247
Mrps27,-0.009867747,0.999574161,1.726489653,4.867E-20,-0.438257821,0.139125575
Kctd12b,0.270779419,0.999574161,-0.661664204,0.051137727,0.075369691,0.90728783
Kif21b,-0.139833091,0.999574161,-2.073017381,5.20434E-14,1.091699066,0.005142607
Klf8,0.334040602,0.999574161,-0.973874849,0.015615821,-0.0555745,0.947754019
Rims1,-0.108330114,0.999574161,-1.22036869,0.225838213,1.905641557,0.133476395
Lrrc18,-0.02391022,0.999574161,-0.037626055,0.919157627,-0.294295139,0.39947687
Fcho2,0.051756722,0.999574161,-0.795213096,1.06605E-05,0.471317367,0.074230185
Cox6a1,0.054594567,0.999574161,0.971815938,0.001235463,-0.828950722,0.049759178
Tmem273,0.671643021,0.402368121,-0.150958189,0.759563205,-0.444030623,0.427456867
Ubr7,-0.140400349,0.999574161,0.794694891,0.000336161,-0.872592435,0.003467374
Gm20604,-0.126088071,0.999574161,0.534022226,0.180816283,-0.423767828,0.482076172
Kirrel,-1.013869458,0.999574161,0.188578451,0.925695972,1.320564781,0.504375848
Tspo,-0.216132856,0.999574161,-1.350572381,1.70124E-07,-0.052143657,0.925809184
Utp15,-0.099660099,0.999574161,1.851644815,1.56349E-22,-1.068171312,3.18417E-05
Cd1d2,0.994806192,0.843902525,1.528711887,0.021427204,-1.379348647,0.139810208
Trem3,0.802713678,0.999574161,0.225172999,0.84335474,-0.253667721,0.861949521
Gpr155,-0.232974295,0.999574161,-1.212210221,1.92875E-10,-0.246197502,0.468635428
Ubac2,-0.12527178,0.999574161,-0.271283131,0.333394789,0.063068261,0.896090773
Enc1,0.165684796,0.999574161,0.234868978,0.52549896,4.381808064,7.98848E-42
Ydjc,-0.041886581,0.999574161,1.929059424,4.69162E-22,-0.745174345,0.010356964
Tram2,0.014028306,0.999574161,-1.338030648,4.25922E-05,0.461785467,0.396403871
Abca9,0.28193481,0.999574161,-0.558635674,0.342516535,-0.203202469,0.838240719
Phlda3,1.114919775,0.675624227,-2.881930954,0.029570646,11.61101833,1.03485E-20
Efhc1,-0.112184208,0.999574161,-1.788955002,0.070959411,0.852320646,0.603705374
Oasl1,-0.383252029,0.999574161,-0.130949951,0.841464517,-0.590443456,0.384678875
Ptpre,-0.108337516,0.999574161,-1.032741009,2.36935E-05,1.024680336,0.001873437
Fhdc1,1.361275208,0.809408331,1.734118231,0.060210273,-1.637679218,0.2077885
Rhod,-0.721609436,0.999574161,-1.790696664,0.263940677,8.092285002,1.12526E-07
Card6,-0.018733201,0.999574161,-0.723779119,0.000741286,0.31452338,0.364014541
Oosp1,0.713294361,0.999574161,0.239273444,0.816711624,0.10882178,0.939178578
Mcm3,0.083756732,0.999574161,1.500867805,3.77267E-10,-1.29131315,5.49106E-05
Shisa4,-0.120578662,0.999574161,2.852315544,0.013714941,0.50625244,0.819226546
Wipi1,0.308017037,0.999574161,-0.833283433,0.024887393,1.838342199,2.88901E-05
Tdrkh,0.484313737,0.989002519,0.730909666,0.069397028,-0.898536788,0.098210136
Ammecr1l,-0.081810112,0.999574161,0.104007626,0.773825386,-0.366672244,0.353812295
AW549877,-0.05637623,0.999574161,-0.093332744,0.747777012,-0.192426822,0.589928489
Agrn,-0.04267429,0.999574161,2.194631292,2.88907E-11,1.206163237,0.010160264
Mfsd9,-0.018296345,0.999574161,-0.995685777,0.036908049,0.563860919,0.456361652
Tnfrsf18,-0.019411789,0.999574161,-0.405379142,0.428915773,2.6963307,1.02447E-07
S100a10,-0.300127931,0.999574161,-1.041185958,0.001136685,1.876012836,2.5049E-06
Arhgef11,-0.119885987,0.999574161,-0.534745747,0.01607916,0.213397638,0.57311453
Hrnr,0.67561779,0.999574161,0.224323623,0.978578441,4.818500317,NA
Zbed3,-0.012598214,0.999574161,0.036686683,0.955606999,-0.488695614,0.38274669
Acacb,-0.446009597,0.999574161,2.086795551,0.000335982,0.110298359,0.929144172
Ncapg2,0.55984896,0.239234031,0.243747231,0.420047396,-0.801691688,0.016302556
Myo3b,0.015413318,0.999574161,-1.597997282,0.002229442,2.968585341,2.53017E-06
Tmcc2,0.089169916,0.999574161,-0.826102492,0.061860499,0.079122042,0.926158922
Abhd14b,0.074231411,0.999574161,-0.561547081,0.194275899,0.35475401,0.603933068
Hnrnpf,-0.009832533,0.999574161,1.177977735,9.03183E-08,-0.830743832,0.006999823
Kank3,-0.411219048,0.999574161,1.334819994,0.001024781,4.019429421,3.92579E-17
Dmgdh,0.418896015,0.999574161,0.171000265,0.953919166,0.213634699,NA
Ccdc115,-0.167573138,0.999574161,1.465278395,1.10881E-13,-0.833725788,0.002732714
Ssh1,0.163172505,0.999574161,-1.328581015,5.33828E-09,-0.097640788,0.83939017
Rassf4,0.212263723,0.999574161,-0.926091625,0.003200069,-0.227931246,0.693930889
Dzip1,0.438303409,0.999574161,-0.447363384,0.428915773,3.975918915,6.60281E-14
Pnliprp1,-0.045690091,0.999574161,0.224372383,0.979838575,5.602763934,NA
Bend6,0.148215473,0.999574161,-0.288186915,0.483112294,-0.090497843,0.892241928
Slc35f2,-0.084921933,0.999574161,2.790467477,6.27837E-22,-1.412229001,0.000570126
Abhd14a,0.046631439,0.999574161,2.374253871,4.61447E-11,0.210420293,0.772564482
Bag2,0.359587948,0.999574161,2.40870088,7.64544E-10,-2.107486561,7.10035E-05
Lyn,-0.045598666,0.999574161,-0.209692681,0.171539424,-0.104142463,0.681280095
Rabif,-0.063627213,0.999574161,0.614021609,0.020985257,-0.562773104,0.13421022
Ptchd4,-0.736570941,0.999574161,-1.014456417,0.696965823,4.038184871,NA
Trem1,0.412776533,0.999574161,-0.829231276,0.248824691,0.960013885,0.326423253
Nxt2,0.084632455,0.999574161,0.175538277,0.636221926,-0.490134461,0.248493503
Itga1,0.05034048,0.999574161,-0.381778699,0.675713311,-0.180198838,0.892996759
S100a13,-0.026053894,0.999574161,-0.615976503,0.045597349,0.034719864,0.956184324
Specc1,-0.261176091,0.999574161,-0.757578164,0.30477826,0.305338745,0.802469518
Ikbke,0.411883369,0.999574161,0.145188334,0.764204477,3.855782629,1.2361E-23
Grap2,-0.150163767,0.999574161,-1.095168284,3.54547E-07,0.72323558,0.017303672
Frem3,-1.441529054,0.999574161,-0.628355306,0.772057577,1.826765021,NA
Gnl3,-0.022083401,0.999574161,2.877686815,8.84307E-50,-1.188798831,5.48819E-06
Lgalsl,0.103843567,0.999574161,0.926660747,0.016305235,-0.893425042,0.101610931
Fam83g,-0.024046959,0.999574161,2.000138367,4.23784E-11,0.466329825,0.364114142
Esm1,-0.535611427,0.999574161,-0.741099787,0.514692431,0.827079932,0.604175294
Atf4,-0.07416066,0.999574161,1.686416019,1.32388E-14,-0.834650583,0.00749396
Prdm14,-0.045787921,0.999574161,5.367321569,0.065015752,0.552053044,NA
Ccno,3.416485723,0.892199085,4.458145273,0.055187889,-0.75876885,0.850949385
Dhx29,-0.01015128,0.999574161,1.646417725,4.42676E-18,-0.860917886,0.001198564
Zfp532,0.298390776,0.999574161,-0.443690443,0.439859106,0.510477094,0.520494264
Mindy2,-0.155312616,0.999574161,-0.700189573,0.000498873,-0.278750109,0.398875262
Mybph,0.664387386,0.999574161,-1.578701329,0.308885241,1.316298659,0.545713622
C1galt1,-0.269859943,0.999574161,-0.163811523,0.675437974,-0.343545035,0.466821416
Dctpp1,0.009346246,0.999574161,3.085522919,1.32903E-14,-1.401649799,0.01525905
Fcmr,-0.157084629,0.999574161,-0.236004041,0.349586492,-0.514823688,0.087905474
Leo1,0.018677934,0.999574161,1.608540943,5.96285E-17,0.530139644,0.067860739
Hoxd11,0.101623432,0.999574161,-0.178643988,0.958035589,3.224126579,0.207070977
Ago4,-0.059507823,0.999574161,-1.825870945,7.70612E-12,0.856835695,0.026645748
Usp22,-0.141581883,0.999574161,0.477309828,0.032442787,-0.570110203,0.057448246
AA986860,0.08832429,0.999574161,2.191592488,0.010582108,-0.088131651,0.960390758
Klhl14,-0.20575867,0.999574161,-0.794613471,0.016289847,-0.006384802,0.991901442
Sun2,-0.058099086,0.999574161,-0.439875955,0.017261233,-0.054058617,0.879564419
Adprs,-0.164843261,0.999574161,1.245586499,3.66683E-05,0.806508034,0.064984917
Ipo11,-0.024356133,0.999574161,1.440180211,4.83422E-11,-0.8264126,0.007809505
Kdm7a,-0.115022019,0.999574161,-1.173954568,3.29673E-09,0.449116957,0.141560778
Hirip3,0.201061015,0.999574161,2.938397598,5.5038E-66,-0.991123062,2.12552E-05
Stk40,0.010698024,0.999574161,0.140272636,0.544165895,-0.431024102,0.093885483
Pbxip1,-0.009325016,0.999574161,-0.793648112,5.48882E-06,0.711312044,0.002842162
Gucy2c,0.916123641,0.821793879,1.883219473,0.000699959,0.658750638,0.464580727
Itpr3,0.006811535,0.999574161,-0.545469933,0.007480798,0.115762893,0.761665739
Alkbh5,0.076048453,0.999574161,0.482833615,0.080298276,-0.881579748,0.010654357
Shisal2b,1.429681682,0.999574161,2.667046105,0.386296879,2.363208947,NA
Wdr55,-0.055388077,0.999574161,2.125981063,2.98569E-25,-1.195990594,1.57604E-05
Dusp15,-1.476131105,0.999574161,-1.206086953,0.759730975,8.107347914,NA
Ypel3,-0.283064299,0.999574161,-2.484250461,2.42802E-21,2.390395836,4.71668E-13
Jph1,0.054218998,0.999574161,-0.539804409,0.585442858,0.677923831,0.611297884
Mapk6,-0.180409317,0.999574161,0.822794221,3.44822E-06,-0.712063781,0.003524498
Sipa1l1,-0.058328132,0.999574161,-1.007796371,9.59693E-09,0.424176155,0.111954719
Naa25,-0.105024731,0.999574161,1.726893471,9.03114E-19,-0.681115691,0.016146465
Map3k9,-0.061627216,0.999574161,-1.257942794,8.51479E-07,2.552308375,1.87839E-16
Trafd1,0.071949006,0.999574161,-1.016386874,1.32994E-06,1.241923184,4.84163E-06
Wdr74,-0.137265188,0.999574161,2.28762646,4.01462E-23,-0.6936925,0.045354655
Ttc9,-0.333561046,0.999574161,-3.266017855,0.179718839,7.156879279,0.006904922
Dpm3,-0.19099744,0.999574161,-0.121948775,0.831772175,0.213559352,0.763961778
Id1,-0.706064924,0.999574161,1.422743506,0.077817643,1.389411977,0.229466409
Tmem108,-0.425382385,0.995037433,-2.299620485,1.38276E-11,3.153247382,3.08002E-14
Apobr,0.690013532,0.872308815,-0.103378199,0.895126971,-0.035485789,0.972143486
Maneal,-0.303570373,0.999574161,1.156638314,0.017567842,-0.522632994,0.525078248
Trim46,-0.173378375,0.999574161,-2.809528407,0.000124635,1.305528756,0.247770059
Hebp1,0.507878602,0.94786974,-0.093009308,0.882834241,-0.012440592,0.988130101
Muc1,-0.441415123,0.999574161,-1.766395676,0.073431588,1.367716769,0.348128773
Krba1,-0.185140405,0.999574161,-1.116395744,4.25851E-10,0.661716153,0.008979912
Gpr151,-0.061365384,0.999574161,1.023012322,0.011343776,-0.910621158,0.117111265
Snai1,0.040693245,0.999574161,3.842605996,8.73035E-11,0.262271774,0.833285829
Fgf11,-0.102095547,0.999574161,-0.629482503,0.518946813,1.444763089,0.206558344
Nrep,0.069914251,0.999574161,-0.149120525,0.917764051,0.834907545,0.57061652
Wfdc12,-0.116968018,0.999574161,-0.646455513,0.490272268,0.545799057,0.692753067
Zc3h6,-0.215582695,0.999574161,-0.837149905,0.017475504,1.724510675,6.40969E-05
Aida,-0.117391587,0.999574161,-0.61354073,0.000180844,0.204234788,0.464995603
Foxo4,-0.10891532,0.999574161,-0.517977992,0.020321751,0.234118322,0.530051155
Egflam,-0.792882477,0.999574161,0.458298375,0.848996668,1.847007366,0.480246739
Sbk1,-0.276147442,0.999574161,-1.520563488,8.57956E-06,1.070694225,0.026703689
Ifnk,0.021113317,0.999574161,-1.143163347,0.139843654,0.168864134,0.906674404
Gng2,-0.055162098,0.999574161,-1.133385978,9.64936E-12,0.130166775,0.691130347
Klhl6,-0.13759209,0.999574161,-0.988131683,1.91836E-10,0.263889109,0.304658679
Ptgir,-0.405230214,0.999574161,-0.446811252,0.726696938,0.722044011,0.660882711
Spice1,-0.038139526,0.999574161,0.059213783,0.907655199,-0.335713372,0.523008367
Dpy19l1,0.123906646,0.999574161,0.993561931,4.46897E-05,-1.227779864,0.000117031
Synpo,-0.091773578,0.999574161,-0.020894854,0.98589818,0.973992486,0.474790035
Hic1,0.411982413,0.999574161,0.997893777,0.053001901,4.025185833,4.28944E-13
Qrfp,-0.38186406,0.999574161,-1.945407769,5.77239E-07,0.491680031,0.474336128
Lrrn4,-0.538597015,0.999574161,-0.080532859,0.960821942,-0.042807507,0.982573374
D830039M14Rik,-0.213876894,0.999574161,-0.519149178,0.57278579,-0.014810117,0.991901442
Mob1a,-0.000363826,0.999721535,0.785802706,0.006793082,-0.797323108,0.045354655
Crppa,-0.12922823,0.999574161,-0.809588584,0.0311392,0.027876836,0.972143486
Hpdl,-0.073901409,0.999574161,1.540038916,0.02701182,-1.523784626,0.130611856
Arl11,0.734948188,0.999574161,-0.521458392,0.583001877,-0.170440108,0.906814114
Niban3,-0.61581461,0.717430316,1.455888931,4.46108E-05,0.868221747,0.098752561
Tmem64,-0.091558483,0.999574161,0.492116726,0.153810317,-0.802181118,0.068226239
Pigv,-0.125786521,0.999574161,-0.741015325,0.003515191,0.425138445,0.276618379
Hoxd9,-0.515916224,0.999574161,-0.72846886,0.531412871,1.905897678,0.150553293
Gm6741,0.031299944,0.999574161,0.513615943,0.428538408,-0.757448843,0.372069847
2510009E07Rik,0.388733487,0.999574161,-0.19340417,0.78613852,-0.162947521,0.865769026
Otud1,-0.331282943,0.999574161,-1.589983796,5.05256E-07,0.582219401,0.249973615
Rnf227,-0.15847895,0.999574161,1.635068275,5.89183E-05,-2.138988485,9.10243E-05
Eif3j2,0.049646439,0.999574161,1.945391193,3.60811E-15,-0.72339063,0.049895322
Psapl1,0.009413857,0.999574161,-2.482434031,0.024533507,0.920494501,0.624641476
Leng9,-0.158556103,0.999574161,-0.110485215,0.790350787,-0.006323222,0.991449915
Pgp,0.023119355,0.999574161,0.961600115,0.029375847,-1.19809779,0.042756079
Adam30,-0.244769448,0.999574161,3.360551631,0.000375318,1.360528384,0.378779699
Gm6863,-0.382226158,NA,0.212456492,NA,-0.491516435,NA
Acot6,0.550083153,0.999574161,1.565292483,0.001878845,0.089537867,0.932091938
Tril,0.144828322,0.999574161,-0.764038565,0.311485972,0.855256728,0.410932812
NA,-0.146265402,0.999574161,-0.255600208,0.860600302,1.043598958,0.505205127
Gimap5,-0.154006107,0.999574161,-0.062935303,0.825510363,-0.228586654,0.462268944
Setx,-0.137093919,0.999574161,0.008212287,0.979482002,-0.226370375,0.4685353
Fam90a1b,0.60877406,0.999574161,0.064252387,0.977460454,1.978467035,0.248713
Unc5cl,-0.295753095,0.999574161,-1.003565139,0.002815315,0.763256496,0.115643866
Eif5al3-ps,-6.082200361,5.0728E-07,2.157092266,0.001960216,-0.580994005,0.798707156
1700019D03Rik,0.331946667,0.980490136,0.447225596,0.110757366,-1.401757236,1.74855E-05
Fam221b,-0.218782859,0.999574161,0.914871317,0.398188615,0.161250301,0.931961322
0610009L18Rik,-0.410289806,0.999574161,-0.602828744,0.195368284,0.532987075,0.437467647
Fem1a,-0.045986656,0.999574161,1.04709075,1.23741E-05,-0.877183003,0.008081547
Pkhd1,-0.74967763,0.999574161,0.19358042,0.975969402,5.570225356,NA
Gm12481,0.12000851,0.999574161,0.044282452,0.970992966,-0.367497343,0.75798492
1700048O20Rik,-0.152331131,0.999574161,-0.389151191,0.260732073,-0.249138961,0.648083038
Vwce,1.725438869,0.999574161,4.086979483,0.052154392,-0.529029915,0.884971614
Kifc5c-ps,-1.474633285,0.999574161,-4.204293128,0.056862856,8.066071187,0.001246084
Oaz1-ps,0.277513852,0.999574161,-2.386163228,0.324603793,2.944859787,0.355042255
Clec4a3,0.473567078,0.999574161,-0.592706232,0.162792125,-0.080453529,0.917527713
Taf10,0.010947193,0.999574161,1.304054317,6.20202E-09,-0.792479919,0.012867841
Zmym1,0.065840515,0.999574161,0.917322849,0.003639891,-0.892261775,0.040475605
Chil5,0.030713507,0.999574161,-1.734020939,0.002011022,0.279757644,0.796266856
Kbtbd7,-0.084171863,0.999574161,0.386239641,0.318876328,-0.419764953,0.439324286
S1pr2,0.840372958,0.999574161,-0.418079828,0.666853475,-0.661740846,0.597309674
Olfr544,0.375269282,0.999574161,1.356307706,0.350237574,1.632239911,0.395139753
Gimap7,0.206864642,0.999574161,-0.382654808,0.196804098,-0.502850567,0.205221642
Klri2,-0.220792364,0.999574161,-0.075934907,0.941235207,0.357414569,0.736974089
Wdfy3,0.597008684,0.892199085,-0.919714096,0.035150857,0.365402302,0.623913752
Naalad2,-0.19642295,0.999574161,1.681919556,0.011060351,-0.735069835,0.507753879
Cep164,0.022707988,0.999574161,-1.027703995,2.63722E-07,0.971842293,0.000266407
Gls2,0.13068643,0.999574161,1.934636876,4.80591E-05,-0.572887525,0.490546876
Cilp2,1.073066338,0.999574161,3.294373472,0.008474828,-0.429708235,0.855731951
Mrpl50,-0.098356303,0.999574161,1.41004499,6.69191E-12,-0.745296761,0.011529779
Rell2,0.001786041,0.999574161,2.250468745,2.08917E-09,-0.308685725,0.669673987
Npb,0.542243687,0.999574161,1.141368378,0.401273726,-1.672358782,0.356471588
Als2cl,-0.161787589,0.999574161,-0.450911066,0.63200549,1.473673821,0.150553293
Ccr10,1.41792065,0.93754633,0.133001987,0.94920952,-0.152823767,0.947754019
Gpr22,-0.338934652,0.999574161,-0.291015376,0.484540248,0.046511899,0.948426784
Eml6,0.322142803,0.89576735,-0.839595045,0.000402103,0.794821565,0.013041738
Efcab8,-0.118889106,0.999574161,1.498960519,0.013577911,2.156145158,0.00586194
Arf6,-0.131334646,0.999574161,0.518433868,0.046023849,-0.766183387,0.022360983
Nkrf,0.00078427,0.999574161,2.044444156,4.93324E-28,-0.497841084,0.081814847
Hepacam2,0.50365323,0.536328212,-1.502610985,1.12898E-08,0.762306963,0.046181923
Tnip3,-0.085475114,0.999574161,0.029240922,0.970298734,2.09825549,1.67566E-05
Bcl2l15,0.658146308,0.911858097,0.546601892,0.336141066,1.865279638,0.002104624
